"UniqueID","Probability1"
12385,0.346666666666667
12386,0.0766666666666667
12387,0.0866666666666667
12388,0.263333333333333
12389,0.183333333333333
12390,0.0966666666666667
12391,0.726666666666667
12392,0.97
12393,0.146666666666667
12394,0.0566666666666667
12395,0
12396,0.176666666666667
12397,0.08
12398,0.16
12399,0.00333333333333333
12400,0.203333333333333
12401,0.0166666666666667
12402,0.133333333333333
12403,0.85
12404,0.0433333333333333
12405,0.326666666666667
12406,0.92
12407,0.28
12408,0.226666666666667
12409,0.323333333333333
12410,0.15
12411,0.03
12412,0.03
12413,0.89
12414,0.0833333333333333
12415,0.44
12416,0.273333333333333
12417,0.09
12418,0.06
12419,0.123333333333333
12420,0.213333333333333
12421,0.28
12422,0.00333333333333333
12423,0.0833333333333333
12424,0.03
12425,0
12426,0.13
12427,0.06
12428,0.06
12429,0.403333333333333
12430,0.216666666666667
12431,0.17
12432,1
12433,0.163333333333333
12434,0.243333333333333
12435,0.196666666666667
12436,0.26
12437,0.05
12438,0.196666666666667
12439,0.293333333333333
12440,0.273333333333333
12441,0.0133333333333333
12442,0.00666666666666667
12443,0.0466666666666667
12444,0.143333333333333
12445,0.0633333333333333
12446,0.09
12447,0.806666666666667
12448,0.733333333333333
12449,0.0566666666666667
12450,0.25
12451,0.03
12452,0.0366666666666667
12453,0.0233333333333333
12454,0.103333333333333
12455,0.156666666666667
12456,0.953333333333333
12457,0.0466666666666667
12458,0.05
12459,0.153333333333333
12460,0.153333333333333
12461,0.916666666666667
12462,0.126666666666667
12463,0.503333333333333
12464,0.09
12465,0.12
12466,0.41
12467,0.88
12468,0.0733333333333333
12469,0.183333333333333
12470,0.356666666666667
12471,0.9
12472,0.303333333333333
12473,0.29
12474,0.173333333333333
12475,0.166666666666667
12476,0.21
12477,0.02
12478,0.0866666666666667
12479,0.343333333333333
12480,0.16
12481,0.23
12482,0.0166666666666667
12483,0.126666666666667
12484,0.316666666666667
12485,0.03
12486,0.966666666666667
12487,0.56
12488,0.03
12489,0.0533333333333333
12490,0.733333333333333
12491,0.946666666666667
12492,0.393333333333333
12493,0.966666666666667
12494,0.106666666666667
12495,0.04
12496,0.496666666666667
12497,0.49
12498,1
12499,0.203333333333333
12500,0.146666666666667
12501,0.216666666666667
12502,0.78
12503,0.253333333333333
12504,0.556666666666667
12505,0.32
12506,0.156666666666667
12507,0.83
12508,0.12
12509,0.186666666666667
12510,0.276666666666667
12511,0.186666666666667
12512,0.186666666666667
12513,0.366666666666667
12514,0.126666666666667
12515,0.276666666666667
12516,0.27
12517,0.12
12518,0.06
12519,0.173333333333333
12520,0.0333333333333333
12521,0.246666666666667
12522,0.203333333333333
12523,0.06
12524,0.09
12525,0.106666666666667
12526,0.206666666666667
12527,0.0333333333333333
12528,0.276666666666667
12529,0.163333333333333
12530,0.21
12531,0.143333333333333
12532,0.0866666666666667
12533,0.0666666666666667
12534,0.206666666666667
12535,0.446666666666667
12536,0.166666666666667
12537,0.106666666666667
12538,0.213333333333333
12539,0.0266666666666667
12540,0.06
12541,0.02
12542,0.1
12543,0.323333333333333
12544,0.0366666666666667
12545,0.09
12546,0.236666666666667
12547,0.11
12548,0.0933333333333333
12549,0.0933333333333333
12550,0.336666666666667
12551,0.583333333333333
12552,0.183333333333333
12553,0.473333333333333
12554,0.216666666666667
12555,0.926666666666667
12556,0.966666666666667
12557,0.133333333333333
12558,0.89
12559,0.993333333333333
12560,0.266666666666667
12561,0.256666666666667
12562,0.206666666666667
12563,0.866666666666667
12564,0.97
12565,0.246666666666667
12566,0.946666666666667
12567,0.953333333333333
12568,0.986666666666667
12569,0.843333333333333
12570,0.98
12571,0.873333333333333
12572,0.793333333333333
12573,0.966666666666667
12574,0.233333333333333
12575,0.59
12576,0.266666666666667
12577,0.89
12578,0.41
12579,0.923333333333333
12580,0.356666666666667
12581,0.996666666666667
12582,0.833333333333333
12583,0.43
12584,0.873333333333333
12585,0.65
12586,0.983333333333333
12587,0.78
12588,0.98
12589,0.5
12590,0.866666666666667
12591,0.76
12592,0.493333333333333
12593,0.0633333333333333
12594,0.69
12595,0.993333333333333
12596,0.976666666666667
12597,0.883333333333333
12598,0.183333333333333
12599,0.84
12600,0.15
12601,0.72
12602,0.61
12603,0.166666666666667
12604,0.133333333333333
12605,0.983333333333333
12606,0.996666666666667
12607,0.186666666666667
12608,0.963333333333333
12609,0.536666666666667
12610,0.0866666666666667
12611,0.93
12612,0.993333333333333
12613,0.19
12614,0.353333333333333
12615,0.25
12616,0.406666666666667
12617,0.233333333333333
12618,0.0733333333333333
12619,0.746666666666667
12620,0.306666666666667
12621,0.95
12622,0.16
12623,0.96
12624,0.0933333333333333
12625,0.213333333333333
12626,0.12
12627,0.393333333333333
12628,0.34
12629,0.18
12630,0.66
12631,0.116666666666667
12632,0.106666666666667
12633,0.0266666666666667
12634,0.113333333333333
12635,0.97
12636,0.333333333333333
12637,0.3
12638,0.316666666666667
12639,0.943333333333333
12640,0.0933333333333333
12641,0.226666666666667
12642,0.41
12643,0.97
12644,0.48
12645,0.526666666666667
12646,0.26
12647,0.526666666666667
12648,0.74
12649,0.82
12650,0.573333333333333
12651,0.27
12652,0.103333333333333
12653,0.926666666666667
12654,0.296666666666667
12655,0.403333333333333
12656,0.533333333333333
12657,0.53
12658,0.3
12659,0.43
